Nro_Pedido,Fecha_Venta,Producto,Precio_Unitario,Cantidad_toneladas,Total_Venta,País,Cliente,Tipo_Cliente,Moneda,Incoterm,Medio_Transporte
10111,2024-03-25,Harina galletera especial (50 kg),73.65,11,16203.0,Cuba,Bodega Habana Centro,Exportación,USD,FOB,Aéreo
10126,2024-05-28,Harina galletera especial (50 kg),73.65,15,22095.0,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10139,2024-07-16,Harina galletera especial (50 kg),73.65,11,16203.0,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10149,2024-09-12,Harina galletera especial (50 kg),73.65,9,13257.0,Cuba,Bodega Habana Centro,Exportación,USD,FOB,Marítimo
10163,2024-10-20,Harina galletera especial (50 kg),73.65,13,19149.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10173,2024-11-05,Harina galletera especial (50 kg),73.65,8,11784.0,EEUU,Latin Market Miami,Exportación,USD,CIF,Marítimo
10183,2024-11-13,Harina galletera especial (50 kg),73.65,15,22095.0,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10193,2024-11-21,Harina galletera especial (50 kg),73.65,7,10311.0,El Salvador,Panadería Cuscatlán,Exportación,USD,DAP,Aéreo
10206,2024-12-05,Harina galletera especial (50 kg),73.65,8,11784.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10215,2024-01-29,Harina galletera especial (50 kg),73.65,9,13257.0,Panamá,Canal Market,Exportación,USD,CIF,Aéreo
10228,2024-03-10,Harina galletera especial (50 kg),73.65,10,14730.0,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10244,2024-04-29,Harina galletera especial (50 kg),73.65,7,10311.0,Chile,Pastelería Don Pedro,Exportación,USD,CIF,Marítimo
10257,2024-06-14,Harina galletera especial (50 kg),73.65,6,8838.0,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10269,2024-07-16,Harina galletera especial (50 kg),73.65,8,11784.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10280,2024-08-17,Harina galletera especial (50 kg),73.65,9,13257.0,EEUU,Andes Bakery LA,Exportación,USD,FOB,Aéreo
10290,2024-09-07,Harina galletera especial (50 kg),73.65,8,11784.0,Perú,Panadería San José,Nacional,PEN,,Terrestre
10304,2024-10-11,Harina galletera especial (50 kg),73.65,15,22095.0,Perú,Panadería San José,Nacional,PEN,,Terrestre
10312,2024-10-21,Harina galletera especial (50 kg),73.65,7,10311.0,Venezuela,Panadería El Ávila,Exportación,USD,CIF,Marítimo
10324,2024-11-05,Harina galletera especial (50 kg),73.65,12,17676.0,Colombia,Supermercado Cafetal,Exportación,USD,CIF,Aéreo
10333,2024-11-18,Harina galletera especial (50 kg),73.65,14,20622.0,Guatemala,Supermercado Quetzal,Exportación,USD,CIF,Aéreo
10348,2024-11-01,Harina galletera especial (50 kg),73.65,8,11784.0,Chile,Supermercado Mapocho,Exportación,USD,FOB,Aéreo
10358,2024-12-10,Harina galletera especial (50 kg),73.65,6,8838.0,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10369,2024-01-20,Harina galletera especial (50 kg),73.65,6,8838.0,Venezuela,Panadería El Ávila,Exportación,USD,CIF,Marítimo
10382,2024-02-17,Harina galletera especial (50 kg),73.65,5,7365.0,EEUU,Andes Bakery LA,Exportación,USD,FOB,Aéreo
10423,2024-05-30,Harina galletera especial (50 kg),73.65,8,11784.0,Guatemala,Panadería Chapina,Exportación,USD,DAP,Aéreo
10106,2024-02-17,Harina integral (25 kg),61.08,14,17102.4,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10120,2024-04-29,Harina integral (25 kg),61.08,13,15880.8,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10133,2024-06-27,Harina integral (25 kg),61.08,15,18324.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10145,2024-08-25,Harina integral (25 kg),61.08,11,13437.6,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10168,2024-10-28,Harina integral (25 kg),61.08,14,17102.4,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10210,2024-01-12,Harina integral (25 kg),61.08,11,13437.6,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10223,2024-02-20,Harina integral (25 kg),61.08,11,13437.6,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10235,2024-04-02,Harina integral (25 kg),61.08,12,14659.2,Panamá,Canal Market,Exportación,USD,CIF,Marítimo
10250,2024-05-11,Harina integral (25 kg),61.08,5,6108.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10263,2024-06-28,Harina integral (25 kg),61.08,14,17102.4,Panamá,Panadería Panamá Viejo,Exportación,USD,FOB,Marítimo
10275,2024-07-23,Harina integral (25 kg),61.08,14,17102.4,Chile,Pastelería Don Pedro,Exportación,USD,DAP,Aéreo
10284,2024-08-21,Harina integral (25 kg),61.08,12,14659.2,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10297,2024-09-16,Harina integral (25 kg),61.08,8,9772.8,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10308,2024-10-15,Harina integral (25 kg),61.08,8,9772.8,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10317,2024-11-02,Harina integral (25 kg),61.08,8,9772.8,EEUU,Latin Market Miami,Exportación,USD,CIF,Aéreo
10328,2024-11-12,Harina integral (25 kg),61.08,10,12216.0,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10340,2024-11-24,Harina integral (25 kg),61.08,11,13437.6,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10353,2024-12-04,Harina integral (25 kg),61.08,10,12216.0,Chile,Panadería La Vega,Exportación,USD,FOB,Marítimo
10361,2024-12-17,Harina integral (25 kg),61.08,5,6108.0,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10375,2024-02-03,Harina integral (25 kg),61.08,12,14659.2,Perú,Panadería San José,Nacional,PEN,,Terrestre
10386,2024-03-01,Harina integral (25 kg),61.08,14,17102.4,EEUU,Andes Bakery LA,Exportación,USD,DAP,Aéreo
10398,2024-03-30,Harina integral (25 kg),61.08,15,18324.0,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10401,2024-04-03,Harina integral (25 kg),61.08,11,13437.6,Perú,Panadería San José,Nacional,PEN,,Terrestre
10416,2024-05-10,Harina integral (25 kg),61.08,10,12216.0,Cuba,Bodega Habana Centro,Exportación,USD,FOB,Aéreo
10108,2024-03-03,Harina panadera especial Don Angelo (50 kg),64.41,10,12882.0,El Salvador,Panadería Cuscatlán,Exportación,USD,CIF,Aéreo
10122,2024-05-08,Harina panadera especial Don Angelo (50 kg),64.41,9,11593.8,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10135,2024-07-02,Harina panadera especial Don Angelo (50 kg),64.41,10,12882.0,Chile,Supermercado Mapocho,Exportación,USD,DAP,Aéreo
10147,2024-09-05,Harina panadera especial Don Angelo (50 kg),64.41,13,16746.6,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10159,2024-10-10,Harina panadera especial Don Angelo (50 kg),64.41,14,18034.8,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10169,2024-11-04,Harina panadera especial Don Angelo (50 kg),64.41,13,16746.6,Venezuela,Supermercado Orinoco,Exportación,USD,CIF,Aéreo
10180,2024-11-11,Harina panadera especial Don Angelo (50 kg),64.41,14,18034.8,Colombia,Panadería La Candelaria,Exportación,USD,CIF,Marítimo
10191,2024-11-20,Harina panadera especial Don Angelo (50 kg),64.41,12,15458.4,EEUU,Andes Bakery LA,Exportación,USD,DAP,Aéreo
10211,2024-01-15,Harina panadera especial Don Angelo (50 kg),64.41,14,18034.8,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10225,2024-02-22,Harina panadera especial Don Angelo (50 kg),64.41,13,16746.6,Guatemala,Supermercado Quetzal,Exportación,USD,CIF,Marítimo
10238,2024-04-09,Harina panadera especial Don Angelo (50 kg),64.41,14,18034.8,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10252,2024-05-26,Harina panadera especial Don Angelo (50 kg),64.41,12,15458.4,EEUU,Andes Bakery LA,Exportación,USD,FOB,Aéreo
10264,2024-06-30,Harina panadera especial Don Angelo (50 kg),64.41,12,15458.4,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10276,2024-08-02,Harina panadera especial Don Angelo (50 kg),64.41,5,6441.0,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10287,2024-08-30,Harina panadera especial Don Angelo (50 kg),64.41,14,18034.8,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10299,2024-09-30,Harina panadera especial Don Angelo (50 kg),64.41,15,19323.0,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10310,2024-10-16,Harina panadera especial Don Angelo (50 kg),64.41,9,11593.8,Cuba,Panadería El Malecón,Exportación,USD,DAP,Aéreo
10319,2024-11-03,Harina panadera especial Don Angelo (50 kg),64.41,8,10305.6,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10331,2024-11-17,Harina panadera especial Don Angelo (50 kg),64.41,6,7729.2,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10343,2024-11-24,Harina panadera especial Don Angelo (50 kg),64.41,12,15458.4,Panamá,Panadería Panamá Viejo,Exportación,USD,CIF,Marítimo
10355,2024-12-07,Harina panadera especial Don Angelo (50 kg),64.41,7,9017.4,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10363,2024-01-06,Harina panadera especial Don Angelo (50 kg),64.41,8,10305.6,EEUU,Andes Bakery LA,Exportación,USD,FOB,Marítimo
10378,2024-02-10,Harina panadera especial Don Angelo (50 kg),64.41,11,14170.2,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10390,2024-03-04,Harina panadera especial Don Angelo (50 kg),64.41,14,18034.8,Cuba,Panadería El Malecón,Exportación,USD,DAP,Aéreo
10103,2024-01-29,Harina panadera especial Doña Angélica (50 kg),63.69,13,16559.4,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10114,2024-04-01,Harina panadera especial Doña Angélica (50 kg),63.69,6,7642.8,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10126,2024-05-28,Harina panadera especial Doña Angélica (50 kg),63.69,7,8916.6,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10140,2024-07-24,Harina panadera especial Doña Angélica (50 kg),63.69,8,10190.4,Cuba,Bodega Habana Centro,Exportación,USD,CIF,Marítimo
10151,2024-09-21,Harina panadera especial Doña Angélica (50 kg),63.69,14,17833.2,El Salvador,Panadería Cuscatlán,Exportación,USD,DAP,Marítimo
10164,2024-10-21,Harina panadera especial Doña Angélica (50 kg),63.69,5,6369.0,Panamá,Panadería Panamá Viejo,Exportación,USD,FOB,Marítimo
10175,2024-11-06,Harina panadera especial Doña Angélica (50 kg),63.69,11,14011.8,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10184,2024-11-14,Harina panadera especial Doña Angélica (50 kg),63.69,6,7642.8,EEUU,Andes Bakery LA,Exportación,USD,DAP,Marítimo
10194,2024-11-25,Harina panadera especial Doña Angélica (50 kg),63.69,9,11464.2,Perú,Panadería San José,Nacional,PEN,,Terrestre
10207,2024-12-09,Harina panadera especial Doña Angélica (50 kg),63.69,5,6369.0,Perú,Panadería San José,Nacional,PEN,,Terrestre
10217,2024-02-04,Harina panadera especial Doña Angélica (50 kg),63.69,7,8916.6,Venezuela,Panadería El Ávila,Exportación,USD,FOB,Marítimo
10229,2024-03-11,Harina panadera especial Doña Angélica (50 kg),63.69,6,7642.8,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10245,2024-05-04,Harina panadera especial Doña Angélica (50 kg),63.69,5,6369.0,Perú,Panadería San José,Nacional,PEN,,Terrestre
10259,2024-06-15,Harina panadera especial Doña Angélica (50 kg),63.69,11,14011.8,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10270,2024-07-19,Harina panadera especial Doña Angélica (50 kg),63.69,9,11464.2,Chile,Panadería La Vega,Exportación,USD,FOB,Marítimo
10281,2024-08-19,Harina panadera especial Doña Angélica (50 kg),63.69,5,6369.0,Chile,Panadería La Vega,Exportación,USD,DAP,Aéreo
10291,2024-09-08,Harina panadera especial Doña Angélica (50 kg),63.69,10,12738.0,El Salvador,Panadería Cuscatlán,Exportación,USD,DAP,Aéreo
10305,2024-10-13,Harina panadera especial Doña Angélica (50 kg),63.69,9,11464.2,El Salvador,Panadería Cuscatlán,Exportación,USD,DAP,Marítimo
10313,2024-10-22,Harina panadera especial Doña Angélica (50 kg),63.69,7,8916.6,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10324,2024-11-05,Harina panadera especial Doña Angélica (50 kg),63.69,11,14011.8,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10335,2024-11-19,Harina panadera especial Doña Angélica (50 kg),63.69,15,19107.0,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10348,2024-11-01,Harina panadera especial Doña Angélica (50 kg),63.69,14,17833.2,Guatemala,Supermercado Quetzal,Exportación,USD,FOB,Aéreo
10358,2024-12-10,Harina panadera especial Doña Angélica (50 kg),63.69,13,16559.4,Guatemala,Supermercado Quetzal,Exportación,USD,FOB,Marítimo
10371,2024-01-23,Harina panadera especial Doña Angélica (50 kg),63.69,13,16559.4,Colombia,Panadería La Candelaria,Exportación,USD,CIF,Marítimo
10382,2024-02-17,Harina panadera especial Doña Angélica (50 kg),63.69,13,16559.4,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10411,2024-05-01,Harina panadera especial Doña Angélica (50 kg),63.69,6,7642.8,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10425,2024-05-31,Harina panadera especial Doña Angélica (50 kg),63.69,7,8916.6,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10107,2024-02-24,Harina panadera especial Doña Angélica (10 kg),63.52,11,13974.4,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10120,2024-04-29,Harina panadera especial Doña Angélica (10 kg),63.52,9,11433.6,El Salvador,Mercado Centro,Exportación,USD,DAP,Aéreo
10133,2024-06-27,Harina panadera especial Doña Angélica (10 kg),63.52,6,7622.4,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10145,2024-08-25,Harina panadera especial Doña Angélica (10 kg),63.52,7,8892.8,El Salvador,Panadería Cuscatlán,Exportación,USD,FOB,Marítimo
10168,2024-10-28,Harina panadera especial Doña Angélica (10 kg),63.52,14,17785.6,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10188,2024-11-18,Harina panadera especial Doña Angélica (10 kg),63.52,10,12704.0,Venezuela,Supermercado Orinoco,Exportación,USD,DAP,Aéreo
10210,2024-01-12,Harina panadera especial Doña Angélica (10 kg),63.52,11,13974.4,Cuba,Bodega Habana Centro,Exportación,USD,FOB,Aéreo
10223,2024-02-20,Harina panadera especial Doña Angélica (10 kg),63.52,13,16515.2,Colombia,Panadería La Candelaria,Exportación,USD,CIF,Aéreo
10235,2024-04-02,Harina panadera especial Doña Angélica (10 kg),63.52,5,6352.0,El Salvador,Mercado Centro,Exportación,USD,DAP,Aéreo
10250,2024-05-11,Harina panadera especial Doña Angélica (10 kg),63.52,15,19056.0,Colombia,Pastelería Antioqueña,Exportación,USD,CIF,Aéreo
10263,2024-06-28,Harina panadera especial Doña Angélica (10 kg),63.52,11,13974.4,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10275,2024-07-23,Harina panadera especial Doña Angélica (10 kg),63.52,12,15244.8,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10285,2024-08-27,Harina panadera especial Doña Angélica (10 kg),63.52,7,8892.8,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10297,2024-09-16,Harina panadera especial Doña Angélica (10 kg),63.52,8,10163.2,Guatemala,Supermercado Quetzal,Exportación,USD,CIF,Aéreo
10308,2024-10-15,Harina panadera especial Doña Angélica (10 kg),63.52,14,17785.6,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10318,2024-11-02,Harina panadera especial Doña Angélica (10 kg),63.52,10,12704.0,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10329,2024-11-15,Harina panadera especial Doña Angélica (10 kg),63.52,14,17785.6,Venezuela,Panadería El Ávila,Exportación,USD,CIF,Marítimo
10340,2024-11-24,Harina panadera especial Doña Angélica (10 kg),63.52,11,13974.4,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10353,2024-12-04,Harina panadera especial Doña Angélica (10 kg),63.52,8,10163.2,Cuba,Panadería El Malecón,Exportación,USD,CIF,Marítimo
10363,2024-01-06,Harina panadera especial Doña Angélica (10 kg),63.52,12,15244.8,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10375,2024-02-03,Harina panadera especial Doña Angélica (10 kg),63.52,9,11433.6,Chile,Pastelería Don Pedro,Exportación,USD,FOB,Aéreo
10387,2024-03-02,Harina panadera especial Doña Angélica (10 kg),63.52,5,6352.0,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10401,2024-04-03,Harina panadera especial Doña Angélica (10 kg),63.52,8,10163.2,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10416,2024-05-10,Harina panadera especial Doña Angélica (10 kg),63.52,7,8892.8,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10108,2024-03-03,Harina panadera especial GN (50 kg),76.24,13,19822.4,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10122,2024-05-08,Harina panadera especial GN (50 kg),76.24,12,18297.6,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10135,2024-07-02,Harina panadera especial GN (50 kg),76.24,5,7624.0,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10145,2024-08-25,Harina panadera especial GN (50 kg),76.24,15,22872.0,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10159,2024-10-10,Harina panadera especial GN (50 kg),76.24,10,15248.0,El Salvador,Mercado Centro,Exportación,USD,CIF,Aéreo
10169,2024-11-04,Harina panadera especial GN (50 kg),76.24,13,19822.4,Panamá,Panadería Panamá Viejo,Exportación,USD,DAP,Marítimo
10180,2024-11-11,Harina panadera especial GN (50 kg),76.24,11,16772.8,EEUU,Latin Market Miami,Exportación,USD,CIF,Marítimo
10190,2024-11-19,Harina panadera especial GN (50 kg),76.24,8,12198.4,EEUU,Pantry Houston LLC,Exportación,USD,FOB,Aéreo
10211,2024-01-15,Harina panadera especial GN (50 kg),76.24,5,7624.0,Perú,Panadería San José,Nacional,PEN,,Terrestre
10224,2024-02-21,Harina panadera especial GN (50 kg),76.24,6,9148.8,EEUU,Andes Bakery LA,Exportación,USD,CIF,Marítimo
10237,2024-04-05,Harina panadera especial GN (50 kg),76.24,9,13723.2,Venezuela,Supermercado Orinoco,Exportación,USD,FOB,Aéreo
10252,2024-05-26,Harina panadera especial GN (50 kg),76.24,15,22872.0,Colombia,Pastelería Antioqueña,Exportación,USD,FOB,Marítimo
10264,2024-06-30,Harina panadera especial GN (50 kg),76.24,9,13723.2,Venezuela,Supermercado Orinoco,Exportación,USD,CIF,Marítimo
10276,2024-08-02,Harina panadera especial GN (50 kg),76.24,12,18297.6,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10285,2024-08-27,Harina panadera especial GN (50 kg),76.24,10,15248.0,Chile,Panadería La Vega,Exportación,USD,DAP,Aéreo
10299,2024-09-30,Harina panadera especial GN (50 kg),76.24,12,18297.6,Guatemala,Panadería Chapina,Exportación,USD,DAP,Aéreo
10310,2024-10-16,Harina panadera especial GN (50 kg),76.24,6,9148.8,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10319,2024-11-03,Harina panadera especial GN (50 kg),76.24,7,10673.6,Panamá,Canal Market,Exportación,USD,CIF,Marítimo
10331,2024-11-17,Harina panadera especial GN (50 kg),76.24,10,15248.0,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10343,2024-11-24,Harina panadera especial GN (50 kg),76.24,14,21347.2,Colombia,Pastelería Antioqueña,Exportación,USD,DAP,Aéreo
10355,2024-12-07,Harina panadera especial GN (50 kg),76.24,7,10673.6,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10364,2024-01-06,Harina panadera especial GN (50 kg),76.24,10,15248.0,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10378,2024-02-10,Harina panadera especial GN (50 kg),76.24,10,15248.0,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10390,2024-03-04,Harina panadera especial GN (50 kg),76.24,6,9148.8,Venezuela,Supermercado Orinoco,Exportación,USD,DAP,Marítimo
10403,2024-04-08,Harina panadera especial GN (50 kg),76.24,11,16772.8,El Salvador,Mercado Centro,Exportación,USD,FOB,Marítimo
10104,2024-01-31,Harina panadera integral (25 kg),78.47,6,9416.4,Venezuela,Panadería El Ávila,Exportación,USD,DAP,Aéreo
10114,2024-04-01,Harina panadera integral (25 kg),78.47,10,15694.0,Guatemala,Panadería Chapina,Exportación,USD,CIF,Aéreo
10127,2024-06-03,Harina panadera integral (25 kg),78.47,5,7847.0,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10141,2024-08-01,Harina panadera integral (25 kg),78.47,7,10985.8,Cuba,Bodega Habana Centro,Exportación,USD,FOB,Marítimo
10151,2024-09-21,Harina panadera integral (25 kg),78.47,6,9416.4,Colombia,Supermercado Cafetal,Exportación,USD,CIF,Aéreo
10165,2024-10-22,Harina panadera integral (25 kg),78.47,11,17263.4,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10175,2024-11-06,Harina panadera integral (25 kg),78.47,8,12555.2,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10184,2024-11-14,Harina panadera integral (25 kg),78.47,12,18832.8,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10195,2024-11-25,Harina panadera integral (25 kg),78.47,10,15694.0,Panamá,Canal Market,Exportación,USD,DAP,Aéreo
10207,2024-12-09,Harina panadera integral (25 kg),78.47,14,21971.6,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10219,2024-02-10,Harina panadera integral (25 kg),78.47,8,12555.2,Venezuela,Supermercado Orinoco,Exportación,USD,DAP,Aéreo
10229,2024-03-11,Harina panadera integral (25 kg),78.47,9,14124.6,Colombia,Panadería La Candelaria,Exportación,USD,FOB,Aéreo
10246,2024-05-05,Harina panadera integral (25 kg),78.47,13,20402.2,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10259,2024-06-15,Harina panadera integral (25 kg),78.47,11,17263.4,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10271,2024-07-20,Harina panadera integral (25 kg),78.47,14,21971.6,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10281,2024-08-19,Harina panadera integral (25 kg),78.47,13,20402.2,Perú,Panificadora Andina,Nacional,PEN,,Terrestre
10292,2024-09-08,Harina panadera integral (25 kg),78.47,11,17263.4,Colombia,Supermercado Cafetal,Exportación,USD,CIF,Marítimo
10305,2024-10-13,Harina panadera integral (25 kg),78.47,5,7847.0,Cuba,Bodega Habana Centro,Exportación,USD,FOB,Marítimo
10313,2024-10-22,Harina panadera integral (25 kg),78.47,12,18832.8,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10325,2024-11-05,Harina panadera integral (25 kg),78.47,8,12555.2,El Salvador,Panadería Cuscatlán,Exportación,USD,FOB,Marítimo
10335,2024-11-19,Harina panadera integral (25 kg),78.47,7,10985.8,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10349,2024-12-01,Harina panadera integral (25 kg),78.47,11,17263.4,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10359,2024-12-15,Harina panadera integral (25 kg),78.47,7,10985.8,Chile,Panadería La Vega,Exportación,USD,DAP,Marítimo
10371,2024-01-23,Harina panadera integral (25 kg),78.47,12,18832.8,Perú,Minimarket Don Lucho,Nacional,PEN,,Terrestre
10383,2024-02-22,Harina panadera integral (25 kg),78.47,10,15694.0,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10394,2024-03-15,Harina panadera integral (25 kg),78.47,9,14124.6,El Salvador,Panadería Cuscatlán,Exportación,USD,CIF,Marítimo
10412,2024-05-03,Harina panadera integral (25 kg),78.47,8,12555.2,Perú,Panadería San José,Nacional,PEN,,Terrestre
10425,2024-05-31,Harina panadera integral (25 kg),78.47,12,18832.8,Perú,Bodega Santa Rosa,Nacional,PEN,,Terrestre
10104,2024-01-31,Harina panadera premium (50 kg),65.53,12,15727.2,Panamá,Canal Market,Exportación,USD,DAP,Marítimo
10116,2024-04-11,Harina panadera premium (50 kg),65.53,5,6553.0,Chile,Pastelería Don Pedro,Exportación,USD,DAP,Marítimo
10127,2024-06-03,Harina panadera premium (50 kg),65.53,13,17037.8,Panamá,Canal Market,Exportación,USD,DAP,Aéreo
10142,2024-08-08,Harina panadera premium (50 kg),65.53,9,11795.4,Chile,Supermercado Mapocho,Exportación,USD,DAP,Aéreo
10152,2024-09-25,Harina panadera premium (50 kg),65.53,8,10484.8,El Salvador,Mercado Centro,Exportación,USD,DAP,Marítimo
10165,2024-10-22,Harina panadera premium (50 kg),65.53,10,13106.0,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10176,2024-11-06,Harina panadera premium (50 kg),65.53,10,13106.0,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10184,2024-11-14,Harina panadera premium (50 kg),65.53,6,7863.6,Perú,Pastelería Dulce Hogar,Nacional,PEN,,Terrestre
10195,2024-11-25,Harina panadera premium (50 kg),65.53,12,15727.2,Perú,Panadería El Trigal,Nacional,PEN,,Terrestre
10207,2024-12-09,Harina panadera premium (50 kg),65.53,11,14416.6,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10220,2024-02-12,Harina panadera premium (50 kg),65.53,5,6553.0,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10230,2024-03-15,Harina panadera premium (50 kg),65.53,9,11795.4,Cuba,Bodega Habana Centro,Exportación,USD,FOB,Aéreo
10247,2024-05-05,Harina panadera premium (50 kg),65.53,10,13106.0,Perú,Supermercado El Sol,Nacional,PEN,,Terrestre
10272,2024-07-20,Harina panadera premium (50 kg),65.53,8,10484.8,Perú,Supermercado Mi Perú,Nacional,PEN,,Terrestre
10282,2024-08-20,Harina panadera premium (50 kg),65.53,6,7863.6,Cuba,Bodega Habana Centro,Exportación,USD,DAP,Marítimo
10292,2024-09-08,Harina panadera premium (50 kg),65.53,8,10484.8,El Salvador,Mercado Centro,Exportación,USD,FOB,Marítimo
10306,2024-10-14,Harina panadera premium (50 kg),65.53,5,6553.0,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10314,2024-10-22,Harina panadera premium (50 kg),65.53,11,14416.6,El Salvador,Panadería Cuscatlán,Exportación,USD,FOB,Aéreo
10325,2024-11-05,Harina panadera premium (50 kg),65.53,6,7863.6,El Salvador,Mercado Centro,Exportación,USD,FOB,Aéreo
10336,2024-11-20,Harina panadera premium (50 kg),65.53,6,7863.6,Perú,Pastelería La Estrella,Nacional,PEN,,Terrestre
10350,2024-12-02,Harina panadera premium (50 kg),65.53,13,17037.8,Venezuela,Supermercado Orinoco,Exportación,USD,FOB,Marítimo
10359,2024-12-15,Harina panadera premium (50 kg),65.53,9,11795.4,Perú,Bodega Los Olivos,Nacional,PEN,,Terrestre
10371,2024-01-23,Harina panadera premium (50 kg),65.53,6,7863.6,Panamá,Canal Market,Exportación,USD,CIF,Marítimo
